receiving_yards,depth,season,targets,team_passing_yards,team_pass_td,team_receptions,team_receiving_yards,height,weight,age,reception_td
667.0,1.0,2016,115.0,3166,21,287,3166,69.0,188.0,28,3.0
225.0,2.0,2017,27.0,3501,20,323,3511,69.0,188.0,29,1.0
7.0,2.0,2018,4.0,3052,19,270,3052,69.0,188.0,30,0.0
871.0,1.0,2012,122.0,4075,23,367,4060,72.0,198.0,24,8.0
1318.0,1.0,2014,143.0,4581,29,384,4581,72.0,198.0,26,10.0
1088.0,1.0,2015,124.0,3493,21,310,3493,72.0,198.0,27,8.0
536.0,1.0,2016,76.0,3914,20,365,3925,72.0,198.0,28,2.0
440.0,1.0,2017,72.0,3235,22,363,3235,72.0,198.0,29,3.0
31.0,3.0,2012,7.0,3234,29,259,3228,73.0,210.0,22,0.0
346.0,2.0,2013,38.0,3508,27,267,3508,73.0,210.0,23,4.0
537.0,1.0,2014,70.0,3492,20,287,3492,73.0,210.0,24,1.0
685.0,1.0,2015,69.0,4061,35,333,4063,73.0,210.0,25,5.0
510.0,1.0,2016,89.0,4422,23,368,4422,73.0,210.0,26,1.0
810.0,1.0,2017,103.0,3501,20,323,3511,73.0,210.0,27,5.0
371.0,1.0,2018,76.0,3404,21,299,3404,73.0,210.0,28,1.0
274.0,1.0,2012,51.0,2935,19,300,2935,74.0,190.0,26,0.0
726.0,1.0,2013,100.0,3645,22,325,3645,74.0,190.0,27,2.0
54.0,3.0,2015,19.0,3646,18,322,3646,74.0,190.0,29,1.0
22.0,2.0,2012,5.0,3967,28,323,3967,68.0,189.0,23,1.0
329.0,3.0,2013,44.0,3875,22,325,3875,68.0,189.0,24,2.0
40.0,3.0,2014,9.0,4470,33,383,4470,68.0,189.0,25,0.0
205.0,2.0,2012,27.0,4012,30,354,4010,73.0,205.0,30,0.0
607.0,2.0,2013,76.0,4306,30,377,4252,73.0,205.0,31,11.0
573.0,1.0,2014,79.0,3828,24,327,3820,73.0,205.0,32,1.0
485.0,2.0,2015,54.0,3873,35,300,3873,73.0,205.0,33,3.0
858.0,1.0,2020,115.0,3673,24,317,3673,73.0,195.0,21,4.0
467.0,1.0,2021,56.0,3856,21,354,3856,73.0,195.0,22,0.0
972.0,1.0,2022,100.0,4007,20,345,4007,73.0,195.0,23,6.0
758.0,1.0,2023,87.0,3566,29,337,3566,73.0,195.0,24,2.0
7.0,2.0,2012,1.0,3927,22,284,3920,71.0,185.0,23,0.0
0.0,2.0,2020,1.0,4548,31,413,4548,72.0,224.0,22,0.0
696.0,2.0,2014,103.0,3990,22,320,3990,71.0,178.0,24,5.0
1003.0,2.0,2015,101.0,4775,36,353,4775,71.0,178.0,25,7.0
517.0,2.0,2016,73.0,4425,30,383,4425,71.0,178.0,26,3.0
299.0,2.0,2017,56.0,3979,25,339,3979,71.0,178.0,27,3.0
717.0,1.0,2018,98.0,3708,19,334,3718,71.0,178.0,28,5.0
1060.0,1.0,2019,115.0,3476,22,299,3476,71.0,178.0,29,6.0
458.0,1.0,2020,52.0,4786,40,410,4786,71.0,178.0,30,3.0
42.0,2.0,2022,2.0,4291,35,361,4291,71.0,178.0,32,1.0
169.0,2.0,2020,30.0,3728,23,334,3728,74.0,190.0,24,0.0
158.0,3.0,2023,30.0,4578,28,372,4578,72.0,195.0,23,0.0
0.0,3.0,2017,2.0,3386,26,304,3378,71.0,190.0,22,0.0
210.0,2.0,2018,58.0,3569,28,331,3569,71.0,190.0,23,7.0
506.0,1.0,2019,56.0,3994,23,356,3994,71.0,190.0,24,3.0
17.0,1.0,2020,7.0,3793,20,372,3793,71.0,190.0,25,0.0
224.0,3.0,2021,20.0,3463,18,351,3463,71.0,190.0,26,1.0
11.0,3.0,2019,1.0,4110,35,341,4110,70.0,182.0,25,0.0
17.0,2.0,2019,15.0,3214,18,315,3210,75.0,190.0,28,0.0
325.0,1.0,2012,47.0,2937,13,273,2937,76.0,230.0,23,1.0
28.0,2.0,2013,9.0,3210,21,244,3210,76.0,230.0,24,0.0
418.0,1.0,2023,85.0,3245,17,350,3245,74.0,220.0,22,1.0
911.0,2.0,2023,108.0,4700,31,424,4700,71.0,175.0,21,10.0
26.0,2.0,2017,1.0,3537,19,312,3537,73.0,205.0,26,0.0
137.0,3.0,2012,19.0,3668,18,328,3659,71.0,180.0,26,0.0
207.0,3.0,2015,32.0,4216,22,368,4216,71.0,180.0,29,1.0
232.0,2.0,2016,35.0,3914,21,339,3914,71.0,180.0,30,2.0
3.0,3.0,2016,3.0,3693,17,338,3693,73.0,209.0,23,0.0
244.0,2.0,2012,40.0,3746,25,328,3746,72.0,188.0,27,1.0
209.0,3.0,2016,25.0,3914,21,339,3914,77.0,195.0,24,2.0
142.0,3.0,2017,20.0,3668,22,332,3668,77.0,195.0,25,0.0
747.0,2.0,2012,74.0,4342,40,374,4342,75.0,217.0,27,7.0
1314.0,1.0,2013,127.0,4538,29,366,4538,75.0,217.0,28,8.0
1519.0,1.0,2014,151.0,4447,38,349,4447,75.0,217.0,29,13.0
1257.0,1.0,2016,152.0,4445,41,403,4445,75.0,217.0,31,14.0
482.0,1.0,2017,89.0,3532,27,352,3532,75.0,217.0,32,7.0
0.0,2.0,2014,1.0,4035,32,396,4035,72.0,208.0,25,0.0
224.0,2.0,2015,34.0,3843,25,334,3843,72.0,208.0,26,2.0
282.0,3.0,2016,38.0,4139,21,347,4139,72.0,208.0,27,1.0
376.0,2.0,2017,46.0,3085,14,291,3086,72.0,208.0,28,2.0
119.0,3.0,2018,26.0,3747,29,344,3747,72.0,208.0,29,1.0
20.0,2.0,2019,3.0,3443,21,323,3455,72.0,208.0,30,0.0
121.0,2.0,2013,19.0,4343,26,380,4343,71.0,205.0,22,0.0
66.0,2.0,2016,6.0,4948,28,407,4946,74.0,205.0,24,0.0
502.0,1.0,2017,78.0,4093,31,347,4093,74.0,205.0,25,6.0
532.0,1.0,2018,78.0,3287,19,311,3283,74.0,205.0,26,3.0
771.0,2.0,2023,98.0,3882,19,355,3882,69.0,171.0,22,2.0
797.0,1.0,2012,95.0,3668,18,328,3659,75.0,225.0,21,5.0
1646.0,1.0,2013,159.0,4372,29,379,4372,75.0,225.0,22,9.0
303.0,1.0,2014,47.0,3678,12,274,3678,75.0,225.0,23,0.0
335.0,1.0,2017,42.0,3537,19,312,3537,75.0,225.0,26,1.0
737.0,2.0,2018,71.0,4405,29,378,4405,75.0,225.0,27,4.0
426.0,2.0,2019,47.0,4153,29,378,4153,75.0,225.0,28,1.0
32.0,3.0,2021,14.0,4937,38,448,4928,75.0,225.0,30,1.0
0.0,3.0,2022,1.0,3227,19,285,3227,75.0,225.0,31,0.0
98.0,2.0,2014,18.0,4581,29,384,4581,71.0,206.0,23,0.0
312.0,1.0,2015,40.0,4341,25,405,4337,71.0,206.0,24,3.0
113.0,2.0,2016,23.0,3798,16,380,3798,71.0,206.0,25,1.0
63.0,3.0,2017,17.0,3386,26,304,3378,75.0,205.0,21,1.0
12.0,2.0,2018,5.0,3569,28,331,3569,75.0,205.0,22,0.0
16.0,3.0,2020,6.0,3115,19,292,3115,75.0,205.0,24,0.0
510.0,1.0,2012,73.0,3666,24,291,3666,72.0,219.0,27,2.0
214.0,2.0,2013,33.0,4057,22,355,4057,72.0,219.0,28,0.0
70.0,2.0,2014,19.0,4035,32,396,4035,72.0,219.0,29,1.0
353.0,2.0,2021,49.0,5014,41,443,5014,73.0,210.0,22,4.0
771.0,2.0,2022,108.0,4791,27,485,4777,73.0,210.0,23,3.0
581.0,1.0,2023,61.0,4312,27,409,4295,73.0,210.0,24,2.0
104.0,2.0,2017,24.0,4023,29,320,4019,75.0,192.0,22,1.0
402.0,2.0,2018,53.0,4730,33,368,4730,75.0,192.0,23,5.0
326.0,2.0,2019,43.0,4669,26,397,4669,75.0,192.0,24,1.0
618.0,1.0,2020,81.0,4183,22,392,4179,75.0,192.0,25,2.0
396.0,2.0,2021,49.0,3745,23,359,3745,75.0,192.0,26,2.0
479.0,1.0,2022,59.0,4444,32,383,4430,75.0,192.0,27,3.0
608.0,1.0,2023,64.0,4606,33,408,4606,75.0,192.0,28,5.0
72.0,2.0,2012,12.0,3668,18,328,3659,73.0,192.0,29,0.0
6.0,2.0,2013,2.0,3270,19,266,3270,73.0,192.0,30,0.0
8.0,1.0,2014,1.0,5062,46,410,5062,73.0,192.0,31,0.0
917.0,2.0,2017,79.0,4534,31,384,4534,73.0,215.0,21,7.0
1385.0,1.0,2018,167.0,5174,36,459,5131,73.0,215.0,22,8.0
552.0,1.0,2019,71.0,3214,18,315,3210,73.0,215.0,23,3.0
833.0,1.0,2020,129.0,4129,36,428,4115,73.0,215.0,24,10.0
129.0,1.0,2021,28.0,4017,24,425,4005,73.0,215.0,25,0.0
933.0,1.0,2022,102.0,5250,41,435,5250,73.0,215.0,26,3.0
260.0,1.0,2023,47.0,3392,21,351,3389,73.0,215.0,27,1.0
235.0,2.0,2012,32.0,4844,35,402,4844,70.0,198.0,26,3.0
1060.0,1.0,2013,153.0,4343,26,380,4343,70.0,198.0,27,6.0
972.0,1.0,2014,135.0,4291,36,392,4291,70.0,198.0,28,4.0
692.0,1.0,2015,88.0,4812,38,404,4812,70.0,198.0,29,8.0
1106.0,2.0,2016,159.0,4456,32,368,4456,70.0,198.0,30,3.0
850.0,1.0,2018,108.0,4405,29,378,4405,70.0,198.0,32,6.0
1119.0,1.0,2019,154.0,4153,29,378,4153,70.0,198.0,33,8.0
315.0,1.0,2020,39.0,3124,14,283,3124,70.0,198.0,34,1.0
1198.0,1.0,2012,129.0,4719,33,422,4719,75.0,220.0,23,10.0
580.0,1.0,2013,60.0,4549,30,444,4548,75.0,220.0,24,2.0
1593.0,1.0,2014,163.0,4758,33,418,4758,75.0,220.0,25,7.0
1871.0,1.0,2015,203.0,4602,22,410,4602,75.0,220.0,26,8.0
1409.0,1.0,2016,130.0,4960,40,374,4960,75.0,220.0,27,6.0
1444.0,1.0,2017,148.0,4146,23,343,4146,75.0,220.0,28,4.0
1677.0,1.0,2018,170.0,4949,39,428,4949,75.0,220.0,29,8.0
1394.0,1.0,2019,158.0,5049,32,459,5049,75.0,220.0,30,6.0
771.0,1.0,2020,68.0,4620,27,408,4620,75.0,220.0,31,3.0
434.0,1.0,2021,48.0,3745,23,359,3745,75.0,220.0,32,1.0
299.0,2.0,2022,43.0,4746,26,499,4732,75.0,220.0,33,2.0
74.0,2.0,2023,19.0,4067,26,369,4067,75.0,220.0,34,3.0
867.0,1.0,2012,134.0,3746,25,328,3746,73.0,210.0,22,6.0
415.0,1.0,2013,49.0,3751,20,349,3751,73.0,210.0,23,2.0
194.0,2.0,2015,36.0,4602,22,410,4602,70.0,192.0,24,0.0
203.0,2.0,2016,31.0,4960,40,374,4960,70.0,192.0,25,4.0
221.0,2.0,2017,29.0,4146,23,343,4146,70.0,192.0,26,3.0
133.0,1.0,2018,22.0,4949,39,428,4949,70.0,192.0,27,2.0
195.0,2.0,2019,27.0,5049,32,459,5049,70.0,192.0,28,0.0
354.0,3.0,2013,42.0,3710,24,328,3710,76.0,203.0,22,4.0
498.0,2.0,2014,67.0,3738,22,299,3695,76.0,203.0,23,4.0
264.0,2.0,2015,31.0,3893,29,342,3893,76.0,203.0,24,1.0
189.0,2.0,2016,24.0,3250,17,286,3228,76.0,203.0,25,4.0
23.0,3.0,2017,10.0,4534,31,384,4534,76.0,203.0,26,1.0
21.0,2.0,2018,13.0,5174,36,459,5131,76.0,203.0,27,0.0
1404.0,1.0,2020,128.0,4265,37,349,4265,73.0,195.0,21,7.0
1616.0,1.0,2021,170.0,4450,34,398,4450,73.0,195.0,22,10.0
1821.0,1.0,2022,185.0,4818,32,448,4808,73.0,195.0,23,8.0
1074.0,1.0,2023,100.0,4700,31,424,4700,73.0,195.0,24,5.0
5.0,3.0,2018,3.0,5358,40,408,5358,74.0,215.0,23,0.0
159.0,2.0,2019,26.0,5127,40,382,5127,74.0,215.0,24,3.0
94.0,2.0,2020,11.0,4776,44,410,4776,74.0,215.0,25,2.0
315.0,3.0,2022,34.0,5250,41,435,5250,74.0,215.0,27,2.0
460.0,2.0,2023,53.0,4383,30,421,4376,74.0,215.0,28,4.0
53.0,3.0,2023,11.0,4383,30,421,4376,76.0,210.0,24,0.0
58.0,3.0,2021,13.0,4526,39,402,4526,73.0,210.0,25,0.0
17.0,2.0,2022,4.0,3890,28,364,3896,73.0,210.0,26,0.0
0.0,2.0,2023,1.0,3882,19,355,3882,73.0,210.0,27,0.0
0.0,2.0,2017,1.0,3226,19,285,3226,76.0,190.0,24,0.0
381.0,2.0,2020,56.0,3673,24,317,3673,69.0,178.0,21,3.0
74.0,2.0,2021,10.0,3856,21,354,3856,69.0,178.0,22,0.0
165.0,2.0,2022,14.0,4007,20,345,4007,69.0,178.0,23,0.0
73.0,2.0,2020,11.0,4548,31,413,4548,72.0,197.0,23,0.0
30.0,2.0,2021,3.0,5014,41,443,5014,72.0,197.0,24,0.0
655.0,2.0,2021,82.0,4450,34,398,4450,72.0,200.0,24,7.0
650.0,2.0,2022,90.0,4818,32,448,4808,72.0,200.0,25,5.0
540.0,1.0,2023,75.0,4700,31,424,4700,72.0,200.0,26,4.0
420.0,2.0,2021,57.0,3463,18,351,3463,72.0,193.0,22,1.0
171.0,2.0,2022,20.0,5250,41,435,5250,72.0,193.0,23,2.0
169.0,1.0,2023,38.0,4383,30,421,4376,72.0,193.0,24,2.0
85.0,2.0,2017,20.0,3065,18,288,3065,70.0,195.0,25,0.0
0.0,2.0,2016,2.0,3914,21,339,3914,68.0,180.0,22,0.0
12.0,2.0,2017,1.0,3680,21,373,3680,68.0,180.0,23,0.0
170.0,2.0,2019,12.0,3956,29,297,3956,68.0,180.0,25,1.0
187.0,1.0,2020,15.0,3826,34,316,3826,68.0,180.0,26,0.0
586.0,1.0,2021,71.0,3884,25,396,3874,68.0,180.0,27,4.0
616.0,1.0,2022,64.0,4444,32,383,4430,68.0,180.0,28,0.0
489.0,1.0,2023,44.0,4606,33,408,4606,68.0,180.0,29,1.0
267.0,2.0,2014,32.0,3986,27,344,3986,74.0,216.0,25,3.0
954.0,1.0,2015,128.0,4449,25,426,4439,74.0,216.0,26,6.0
328.0,2.0,2016,50.0,4343,20,439,4343,74.0,216.0,27,1.0
133.0,2.0,2017,44.0,3226,19,285,3226,74.0,216.0,28,1.0
53.0,1.0,2018,7.0,4524,30,422,4527,74.0,216.0,29,0.0
8.0,3.0,2015,1.0,4061,35,333,4063,74.0,219.0,23,0.0
84.0,3.0,2017,18.0,3537,19,312,3537,74.0,219.0,25,0.0
19.0,3.0,2023,7.0,3392,21,351,3389,71.0,197.0,21,0.0
189.0,2.0,2019,43.0,3797,23,355,3797,73.0,201.0,23,1.0
173.0,2.0,2020,23.0,4102,30,387,4102,73.0,201.0,24,0.0
748.0,2.0,2017,83.0,3716,22,316,3716,73.0,194.0,24,4.0
491.0,1.0,2018,70.0,3431,16,329,3423,73.0,194.0,25,1.0
361.0,3.0,2019,36.0,4023,26,364,4022,73.0,194.0,26,3.0
642.0,1.0,2020,89.0,3955,25,387,3955,73.0,194.0,27,5.0
449.0,2.0,2021,52.0,3959,20,357,3919,73.0,194.0,28,1.0
141.0,2.0,2022,21.0,4182,31,359,4182,73.0,194.0,29,1.0
1393.0,1.0,2017,159.0,4551,29,366,4551,74.0,211.0,25,6.0
1198.0,1.0,2018,137.0,4316,34,348,4316,74.0,211.0,26,7.0
1199.0,1.0,2019,149.0,4648,26,394,4648,74.0,211.0,27,6.0
994.0,1.0,2020,149.0,4548,31,413,4548,74.0,211.0,28,8.0
1138.0,1.0,2021,158.0,5014,41,443,5014,74.0,211.0,29,6.0
766.0,1.0,2022,89.0,4791,27,485,4777,74.0,211.0,30,4.0
1257.0,1.0,2023,150.0,4312,27,409,4295,74.0,211.0,31,7.0
209.0,3.0,2018,21.0,4174,33,381,4174,75.0,210.0,25,2.0
37.0,2.0,2023,9.0,4225,30,406,4225,75.0,210.0,30,1.0
129.0,2.0,2015,32.0,4079,31,358,4079,72.0,210.0,23,0.0
69.0,3.0,2016,12.0,3418,16,347,3432,72.0,210.0,24,0.0
287.0,2.0,2018,41.0,4165,26,345,4165,71.0,187.0,21,1.0
254.0,2.0,2019,36.0,4083,28,355,4083,71.0,187.0,22,1.0
402.0,2.0,2020,41.0,4843,34,383,4821,71.0,187.0,23,4.0
20.0,1.0,2022,1.0,3855,22,398,3854,71.0,187.0,25,0.0
1016.0,1.0,2014,146.0,3828,24,327,3820,77.0,245.0,23,9.0
946.0,1.0,2016,118.0,3962,25,306,3957,77.0,245.0,25,7.0
671.0,1.0,2017,77.0,3319,23,293,3319,77.0,245.0,26,4.0
380.0,1.0,2018,67.0,3052,19,270,3052,77.0,245.0,27,2.0
365.0,2.0,2019,44.0,3205,21,298,3205,74.0,215.0,23,0.0
466.0,2.0,2013,69.0,4343,26,380,4343,72.0,195.0,25,4.0
165.0,2.0,2015,33.0,4170,34,362,4170,72.0,195.0,27,0.0
175.0,2.0,2021,23.0,3856,21,354,3856,72.0,195.0,24,1.0
311.0,2.0,2022,33.0,4007,20,345,4007,72.0,195.0,25,0.0
626.0,2.0,2012,104.0,3577,22,318,3585,70.0,185.0,23,4.0
1079.0,1.0,2013,140.0,3710,24,328,3710,70.0,185.0,24,2.0
715.0,1.0,2014,93.0,3738,22,299,3695,70.0,185.0,25,6.0
408.0,1.0,2015,60.0,3893,29,342,3893,70.0,185.0,26,3.0
416.0,2.0,2016,43.0,3720,33,307,3720,70.0,185.0,27,4.0
614.0,1.0,2017,92.0,3085,14,291,3086,70.0,185.0,28,1.0
257.0,2.0,2017,34.0,4235,16,362,4235,73.0,205.0,22,0.0
487.0,3.0,2018,67.0,4247,30,331,4247,73.0,205.0,23,5.0
360.0,2.0,2019,46.0,4029,30,331,4029,73.0,205.0,24,5.0
669.0,1.0,2020,75.0,4320,28,371,4317,73.0,205.0,25,3.0
800.0,2.0,2021,70.0,4098,28,364,4098,73.0,205.0,26,6.0
434.0,2.0,2022,48.0,3815,20,358,3815,73.0,205.0,27,1.0
406.0,2.0,2023,55.0,3392,21,351,3389,73.0,205.0,28,6.0
583.0,1.0,2012,91.0,3577,22,318,3585,75.0,230.0,24,4.0
96.0,2.0,2013,35.0,3710,24,328,3710,75.0,230.0,25,0.0
1002.0,1.0,2016,111.0,3313,20,312,3313,75.0,230.0,28,6.0
256.0,2.0,2017,43.0,3537,19,312,3537,75.0,230.0,29,3.0
477.0,2.0,2017,49.0,4470,34,374,4470,76.0,214.0,24,3.0
1063.0,2.0,2018,122.0,3844,24,375,3844,76.0,214.0,25,5.0
1190.0,1.0,2019,117.0,4187,29,344,4187,76.0,214.0,26,11.0
338.0,1.0,2020,32.0,4397,30,374,4397,76.0,214.0,27,2.0
521.0,1.0,2021,77.0,3463,18,351,3463,76.0,214.0,28,0.0
81.0,1.0,2022,17.0,3431,17,346,3431,76.0,214.0,29,1.0
641.0,2.0,2013,50.0,5162,41,446,5162,73.0,202.0,21,5.0
931.0,1.0,2014,84.0,4952,37,456,4952,73.0,202.0,22,3.0
440.0,1.0,2015,63.0,4231,26,365,4231,73.0,202.0,23,3.0
726.0,1.0,2016,81.0,3716,28,316,3716,73.0,202.0,24,10.0
847.0,1.0,2017,105.0,3792,27,373,3792,73.0,202.0,25,7.0
610.0,1.0,2018,65.0,3309,29,292,3254,73.0,202.0,26,7.0
561.0,2.0,2019,55.0,4083,28,355,4083,73.0,202.0,27,4.0
144.0,2.0,2020,19.0,4843,34,383,4821,73.0,202.0,28,1.0
68.0,2.0,2021,23.0,3437,32,293,3437,73.0,202.0,29,1.0
85.0,2.0,2012,28.0,4046,22,354,4046,71.0,195.0,22,1.0
253.0,1.0,2013,40.0,4183,25,371,4183,71.0,195.0,23,2.0
78.0,2.0,2014,12.0,3460,24,295,3460,71.0,195.0,24,0.0
269.0,3.0,2015,37.0,4812,38,404,4812,71.0,195.0,25,2.0
436.0,2.0,2012,55.0,4992,32,434,4992,73.0,198.0,25,4.0
269.0,2.0,2013,45.0,4650,33,371,4650,73.0,198.0,26,2.0
50.0,3.0,2014,9.0,4470,33,383,4470,73.0,198.0,27,0.0
518.0,1.0,2012,68.0,4046,22,354,4046,75.0,216.0,31,2.0
187.0,1.0,2016,36.0,4139,21,347,4139,75.0,216.0,24,0.0
6.0,1.0,2017,4.0,3085,14,291,3086,75.0,216.0,25,0.0
92.0,2.0,2018,8.0,3747,29,344,3747,75.0,216.0,26,0.0
38.0,3.0,2021,5.0,3437,32,293,3437,75.0,216.0,29,0.0
74.0,2.0,2022,5.0,3969,27,338,3969,75.0,216.0,30,0.0
17.0,2.0,2018,3.0,4730,33,368,4730,74.0,208.0,23,0.0
76.0,3.0,2019,10.0,3847,23,318,3847,74.0,208.0,24,0.0
180.0,2.0,2020,17.0,3701,28,315,3701,74.0,208.0,25,0.0
159.0,2.0,2021,28.0,3884,25,396,3874,74.0,208.0,26,0.0
204.0,2.0,2022,21.0,2927,17,257,2927,74.0,208.0,27,1.0
232.0,2.0,2023,23.0,3775,18,327,3775,74.0,208.0,28,0.0
163.0,2.0,2022,21.0,4291,35,361,4291,72.0,190.0,22,1.0
611.0,2.0,2023,46.0,4306,29,385,4306,72.0,190.0,23,2.0
13.0,2.0,2021,3.0,3936,22,404,3936,73.0,214.0,24,0.0
4.0,3.0,2019,1.0,4431,36,418,4431,75.0,217.0,24,0.0
78.0,2.0,2022,13.0,3227,19,285,3227,71.0,189.0,23,0.0
181.0,2.0,2023,22.0,3512,16,304,3512,71.0,189.0,24,0.0
186.0,2.0,2012,24.0,4374,26,339,4374,71.0,194.0,23,1.0
161.0,2.0,2013,27.0,3952,25,350,3952,71.0,194.0,24,2.0
0.0,2.0,2022,5.0,3506,19,347,3506,75.0,202.0,23,0.0
1041.0,2.0,2012,104.0,5187,46,423,5187,69.0,187.0,29,6.0
457.0,2.0,2013,54.0,5162,41,446,5162,69.0,187.0,30,2.0
200.0,2.0,2014,27.0,4997,33,411,5013,69.0,187.0,31,2.0
337.0,2.0,2015,43.0,4463,34,420,4463,69.0,187.0,32,4.0
15.0,2.0,2016,3.0,4119,20,414,4119,74.0,215.0,21,0.0
200.0,2.0,2017,35.0,3929,25,357,3929,74.0,215.0,22,0.0
302.0,2.0,2018,53.0,4298,35,425,4298,74.0,215.0,23,2.0
184.0,2.0,2019,16.0,3729,26,319,3725,74.0,215.0,24,1.0
49.0,2.0,2020,7.0,4620,27,408,4620,74.0,215.0,25,2.0
434.0,2.0,2021,51.0,3674,14,361,3674,74.0,215.0,26,1.0
42.0,3.0,2022,10.0,4282,31,399,4282,74.0,215.0,27,0.0
798.0,1.0,2012,156.0,3383,17,337,3383,75.0,218.0,29,6.0
954.0,1.0,2013,135.0,4291,25,363,4291,75.0,218.0,30,10.0
784.0,1.0,2014,105.0,3990,22,320,3990,75.0,218.0,31,2.0
1215.0,1.0,2015,145.0,4775,36,353,4775,75.0,218.0,32,9.0
1023.0,1.0,2016,150.0,4425,30,383,4425,75.0,218.0,33,6.0
1158.0,1.0,2017,162.0,3979,25,339,3979,75.0,218.0,34,7.0
736.0,1.0,2018,113.0,2884,19,283,2884,75.0,218.0,35,6.0
835.0,1.0,2019,107.0,3797,23,355,3797,75.0,218.0,36,6.0
409.0,1.0,2020,72.0,4102,30,387,4102,75.0,218.0,37,1.0
5.0,3.0,2017,1.0,3716,22,316,3716,72.0,196.0,25,0.0
252.0,1.0,2012,43.0,3746,25,328,3746,74.0,205.0,27,0.0
62.0,2.0,2012,11.0,3577,22,318,3585,71.0,194.0,26,0.0
600.0,2.0,2020,79.0,3955,25,387,3955,73.0,224.0,22,5.0
619.0,1.0,2021,100.0,3674,14,361,3674,73.0,224.0,23,0.0
272.0,2.0,2022,32.0,3246,18,267,3226,73.0,224.0,24,1.0
60.0,2.0,2023,10.0,3245,17,350,3245,73.0,224.0,25,0.0
543.0,2.0,2012,57.0,3666,24,291,3666,74.0,211.0,24,3.0
375.0,2.0,2013,50.0,4057,22,355,4057,74.0,211.0,25,4.0
0.0,3.0,2014,1.0,4461,22,364,4461,74.0,211.0,26,0.0
327.0,2.0,2015,47.0,4602,22,410,4602,74.0,211.0,27,3.0
29.0,2.0,2016,6.0,3716,28,316,3716,73.0,215.0,22,1.0
69.0,2.0,2017,14.0,3792,27,373,3792,73.0,215.0,23,0.0
94.0,2.0,2018,4.0,3309,29,292,3254,73.0,215.0,24,1.0
151.0,2.0,2012,12.0,4046,22,354,4046,75.0,202.0,24,1.0
35.0,3.0,2013,8.0,4183,25,371,4183,75.0,202.0,25,0.0
0.0,3.0,2019,1.0,4431,36,418,4431,76.0,225.0,21,0.0
46.0,2.0,2020,5.0,3945,28,370,3945,76.0,225.0,22,1.0
249.0,2.0,2021,19.0,3437,32,293,3437,76.0,225.0,23,3.0
20.0,3.0,2022,4.0,3815,20,358,3815,76.0,225.0,24,0.0
162.0,2.0,2023,19.0,3566,29,337,3566,76.0,225.0,25,3.0
336.0,2.0,2012,61.0,3927,22,284,3920,74.0,200.0,25,1.0
37.0,2.0,2013,13.0,3875,22,325,3875,74.0,200.0,26,1.0
380.0,2.0,2014,56.0,3623,23,301,3623,74.0,200.0,27,2.0
198.0,2.0,2015,18.0,4042,25,312,4047,74.0,200.0,28,0.0
121.0,2.0,2017,17.0,4235,16,362,4235,74.0,200.0,30,1.0
16.0,2.0,2015,8.0,3677,21,334,3677,69.0,180.0,23,0.0
48.0,2.0,2016,3.0,3799,25,325,3799,69.0,180.0,24,0.0
211.0,3.0,2020,37.0,3937,25,370,3937,73.0,204.0,23,0.0
83.0,2.0,2023,16.0,4225,30,406,4225,73.0,204.0,26,0.0
226.0,2.0,2017,22.0,3967,40,341,3967,76.0,221.0,24,1.0
125.0,2.0,2019,23.0,4063,27,391,4063,76.0,221.0,26,0.0
176.0,2.0,2020,26.0,3937,25,370,3937,76.0,221.0,27,1.0
223.0,2.0,2021,29.0,3936,22,404,3936,76.0,221.0,28,4.0
690.0,2.0,2022,94.0,4182,31,359,4182,76.0,221.0,29,5.0
251.0,1.0,2023,30.0,3775,18,327,3775,76.0,221.0,30,0.0
401.0,2.0,2016,48.0,4456,32,368,4456,73.0,200.0,23,4.0
125.0,2.0,2023,24.0,4210,32,374,4210,74.0,213.0,23,1.0
66.0,2.0,2020,6.0,4299,49,372,4299,73.0,220.0,25,1.0
14.0,2.0,2021,3.0,4526,39,402,4526,73.0,220.0,26,0.0
13.0,3.0,2023,4.0,3373,13,356,3373,73.0,220.0,28,0.0
20.0,3.0,2018,3.0,3448,37,280,3448,74.0,202.0,22,0.0
245.0,3.0,2019,22.0,4110,35,341,4110,74.0,202.0,23,1.0
149.0,2.0,2021,16.0,4963,42,444,4949,74.0,202.0,25,3.0
45.0,2.0,2017,8.0,3967,40,341,3967,73.0,207.0,23,0.0
102.0,3.0,2018,8.0,4595,42,432,4595,73.0,207.0,24,1.0
277.0,2.0,2019,33.0,3314,24,307,3314,73.0,207.0,25,2.0
255.0,1.0,2020,28.0,4186,25,371,4186,73.0,207.0,26,0.0
160.0,1.0,2021,19.0,3745,23,359,3745,73.0,207.0,27,0.0
99.0,2.0,2022,23.0,3431,17,346,3431,73.0,207.0,28,0.0
7.0,3.0,2018,2.0,5126,52,385,5126,76.0,210.0,23,0.0
11.0,3.0,2020,1.0,5005,40,420,5005,76.0,210.0,25,0.0
24.0,3.0,2021,5.0,4937,38,448,4928,76.0,210.0,26,0.0
15.0,3.0,2015,1.0,4104,33,334,4104,68.0,177.0,23,0.0
449.0,2.0,2012,57.0,3551,23,289,3551,71.0,183.0,26,1.0
85.0,2.0,2013,23.0,3210,21,244,3210,71.0,183.0,27,0.0
64.0,2.0,2013,13.0,4306,30,377,4252,71.0,185.0,22,0.0
